"ID","Name","State","Public","Avg.SAT","Avg.ACT","Applied","Accepted","Size","Out.Tuition","Spending"
2664,"Western New Mexico University","NM",1,NA,17,1054,1054,1495,4652,NA
10313,"Univ. of New Mexico-Main Campus","NM",1,NA,22,3871,3349,12257,7115,8209
2568,"University of Nevada at Reno","NV",1,920,22,2868,2409,5916,6490,10407
2569,"University of Nevada-Las Vegas","NV",1,903,21,NA,2786,7969,6490,8139
9192,"Sierra Nevada College","NV",2,800,21,200,160,300,7500,NA
2666,"Adelphi University","NY",2,957,NA,2186,1924,2683,12280,10527
2667,"Dowling College","NY",2,840,18,1011,829,1059,9000,11178
2668,"Alfred University","NY",2,NA,NA,1732,1425,1830,16548,10932
2671,"Bard College","NY",2,NA,NA,1910,838,1004,19264,13894
2681,"Canisius College","NY",2,NA,NA,2853,2193,2978,10750,7972
2685,"Cazenovia College","NY",2,781,19,3847,3433,1010,9384,7697
2687,"CUNY-Brooklyn College","NY",1,916,NA,3589,2992,7767,5050,7581
2688,"CUNY - City College","NY",1,893,NA,3788,2747,8071,5050,9002
2689,"CUNY-Hunter College","NY",1,845,NA,6189,3212,8140,5050,7216
2690,"CUNY - Queens College","NY",1,907,NA,4681,3627,8837,5250,7488
2699,"Clarkson University","NY",2,1130,NA,2174,1953,2332,15960,11659
2701,"Colgate University","NY",2,1186,27,4856,2492,2649,19510,15494
2703,"College of Mount St. Vincent","NY",2,928,23,946,648,707,11790,10015
2704,"College of New Rochelle","NY",2,830,NA,551,437,2515,10200,NA
2705,"College of Saint Rose","NY",2,NA,NA,983,664,1698,9990,6084
2707,"Columbia University","NY",2,1300,NA,6756,1930,3376,18624,30639
2708,"Barnard College","NY",2,1220,NA,2496,1402,2121,17926,12580
2709,"Concordia College","NY",2,902,NA,303,198,443,9370,10497
2710,"Cooper Union","NY",2,1340,NA,2339,307,959,NA,18798
2711,"Cornell University","NY",2,NA,NA,19227,7171,13072,19000,22480
2712,"D'Youville College","NY",2,932,22,866,619,1074,8920,6898
2713,"Dominican College of Blauvelt","NY",2,NA,NA,360,329,756,8310,5480
2718,"Elmira College","NY",2,959,23,1457,1045,1109,14990,7502
2722,"Fordham University","NY",2,1041,NA,4200,2874,4740,14235,10864
2728,"Hamilton College","NY",2,1122,NA,3140,1783,1646,19700,17761
2729,"Hartwick College","NY",2,1002,23,2083,1725,1464,17480,11625
2731,"Hobart and William Smith Colleges","NY",2,NA,NA,2688,2081,1792,19029,13040
2732,"Hofstra University","NY",2,1010,24,7428,5860,6534,11600,10093
2734,"Houghton College","NY",2,1043,24,949,786,1210,9990,8187
2735,"Hilbert College","NY",2,700,18,238,235,888,7500,4981
2737,"Iona College","NY",2,867,19,4892,3530,3906,10690,8107
2739,"Ithaca College","NY",2,NA,NA,7259,5526,5612,14424,9812
2744,"Keuka College","NY",2,946,22,461,381,738,9600,7863
2745,"King's College","NY",2,907,25,356,233,246,8190,11082
2748,"Le Moyne College","NY",2,NA,NA,1470,1199,1820,11040,8118
2758,"Manhattan College","NY",2,1006,NA,2432,1730,2578,12370,10062
2760,"Manhattanville College","NY",2,1024,NA,962,750,830,14700,11291
2765,"Marist College","NY",2,990,25,4731,3171,3557,10700,8408
2768,"Marymount College Tarrytown","NY",2,916,NA,478,327,731,11510,10502
2769,"Marymount Manhattan College","NY",2,960,24,695,535,988,10200,10622
2772,"Mercy College","NY",2,NA,NA,1518,1378,4266,7200,5585
2775,"Molloy College","NY",2,903,NA,481,401,1402,8800,3822
2777,"Medaille College","NY",2,NA,NA,384,223,1146,8920,7891
2778,"Mount Saint Mary College","NY",2,900,19,1170,695,1170,7470,6898
2779,"Nazareth College of Rochester","NY",2,1034,24,947,798,1274,10850,8797
2785,"New York University","NY",2,1146,NA,13594,7244,12408,17748,21227
2788,"Niagara University","NY",2,NA,NA,2220,1796,1919,10320,7788
2790,"Nyack College","NY",2,905,21,460,283,508,7950,9685
2791,"Pace University","NY",2,958,NA,8256,3750,5809,11000,10059
2796,"Polytechnic University","NY",2,1110,NA,1132,847,1379,16200,14329
2798,"Pratt Institute","NY",2,950,NA,1181,903,1622,13975,13737
2803,"Rensselaer Polytechnic Institute","NY",2,NA,28,4996,4165,4291,17475,15605
2805,"Roberts Wesleyan College","NY",2,967,21,459,422,932,10220,7592
2806,"Rochester Institute of Technology","NY",2,1075,26,4704,3798,7176,13968,13508
2808,"Daemen College","NY",2,890,NA,939,894,1378,7950,NA
2810,"Sage Colleges","NY",2,984,22,419,170,1022,NA,7194
2813,"Sarah Lawrence College","NY",2,1150,NA,1380,768,1000,19300,14779
2814,"Skidmore College","NY",2,1090,25,4293,2728,2322,18710,14837
2816,"Siena College","NY",2,1051,24,2961,1932,2669,10800,8189
2817,"St. Bonaventure University","NY",2,1013,25,1489,1313,1688,10456,9828
2820,"St. Francis College","NY",2,NA,NA,1013,916,1562,6550,5194
2821,"St. John Fisher College","NY",2,990,22,1368,1064,1687,10570,7908
2823,"St. John's University","NY",2,932,NA,7775,2836,11785,9400,7435
2825,"St. Joseph's College","NY",2,917,19,707,512,1671,7350,5961
2829,"St. Lawrence University","NY",2,1083,NA,2753,1820,1801,18720,14980
2832,"St. Thomas Aquinas College","NY",2,825,NA,861,609,1117,8650,6534
2835,"SUNY at Albany","NY",1,1086,NA,13528,9198,10168,6550,9075
2836,"SUNY at Binghamton","NY",1,1148,26,14463,6166,8544,6550,8055
2838,"SUNY at Stony Brook","NY",1,1006,NA,12512,6969,9744,6550,13705
2841,"SUNY College  at Brockport","NY",1,952,22,7294,3564,5758,6550,6632
2842,"SUNY College at Buffalo","NY",1,864,NA,5318,3515,7626,6550,7511
2843,"SUNY College at Cortland","NY",1,984,23,7888,3519,5011,6550,5563
2844,"SUNY College at Fredonia","NY",1,997,23,4877,2798,4123,6550,6442
2845,"SUNY College at Geneseo","NY",1,1149,26,8598,4562,5060,6550,5716
2846,"SUNY College at New Paltz","NY",1,1016,24,8399,3609,4658,6550,6608
2847,"SUNY College at Oneonta","NY",1,972,22,7500,4350,4627,6550,6111
2848,"SUNY College  at Oswego","NY",1,1030,24,8000,4556,6943,6550,5280
2849,"SUNY College at Plattsburgh","NY",1,980,22,5549,3583,5004,6550,6174
2850,"SUNY College at Potsdam","NY",1,1040,23,3150,2289,3598,6840,6436
2882,"Syracuse University","NY",2,NA,NA,10477,7260,10142,15150,14231
2883,"Utica College of Syracuse University","NY",2,933,28,1278,978,1525,12680,8344
2889,"Union College","NY",2,NA,28,3495,1712,1915,18732,15411
2892,"United States Merchant Marine Academy","NY",1,NA,NA,942,356,987,NA,22083
2893,"United States Military Academy","NY",1,1211,28,13703,1610,4229,NA,46477
2894,"University of Rochester","NY",2,NA,NA,8766,5498,5071,17840,26037
2895,"Vassar College","NY",2,1228,27,3550,1877,2164,18920,17089
2899,"Wagner College","NY",2,990,NA,1416,1015,1324,13500,9006
2901,"Wells College","NY",2,1080,24,318,240,416,14900,13935
2903,"Yeshiva University","NY",2,1174,NA,1002,857,1948,12584,22724
4759,"CUNY-York College","NY",1,751,NA,1432,1432,3932,5050,5383
4766,"CUNY- Baruch College","NY",1,NA,NA,5377,2872,8247,5050,5801
4779,"Long Island University at Brooklyn","NY",2,830,NA,3292,1317,3520,10258,NA
4804,"New York Institute of Technology","NY",2,NA,NA,2531,1978,4730,9190,7148
6791,"SUNY College at Purchase","NY",1,952,NA,2119,1264,2478,6550,8170
7022,"CUNY-Lehman College","NY",1,778,NA,1897,1384,4890,5050,7177
7109,"SUNY College at Old Westbury","NY",1,NA,NA,1358,1328,2992,5750,6288
9554,"SUNY at Buffalo","NY",1,1052,NA,15039,9649,13963,6550,11177
10097,"CUNY- Medgar Evers College","NY",1,660,NA,1289,1289,2343,2600,6324
10286,"SUNY Empire State College","NY",1,NA,NA,2036,NA,1596,6550,8301
20662,"New School for Social Research","NY",2,1089,NA,1914,1190,2609,14710,13578
29040,"CUNY-College of Staten Island","NY",1,845,NA,2170,2170,5949,5050,6154
3011,"Art Academy of Cincinnati","OH",2,850,17,130,82,199,8450,9442
3012,"Ashland University","OH",2,848,21,1454,1267,1874,11431,9090
3014,"Baldwin-Wallace College","OH",2,997,23,1690,1366,2718,10995,8086
3016,"Bluffton College","OH",2,972,23,692,514,760,9900,9073
3018,"Bowling Green State University","OH",1,946,22,9251,7333,13699,7452,6918
3023,"Capital University","OH",2,NA,23,1747,1382,1662,13050,9557
3024,"Case Western Reserve University","OH",2,NA,NA,3877,3156,3051,15700,19733
3025,"Cedarville College","OH",2,1010,24,1307,1090,2196,7344,6897
3026,"Central State University","OH",1,NA,NA,2222,1767,2636,4731,7219
3032,"Cleveland State University","OH",1,848,20,2407,2296,7749,6462,7649
3033,"College of Mount St. Joseph","OH",2,920,21,798,620,1165,9800,6889
3036,"Franciscan University of Steubenville","OH",2,1004,24,553,452,1301,9650,6336
3037,"College of Wooster","OH",2,1100,24,2100,1883,1704,16240,14140
3041,"Defiance College","OH",2,819,21,571,461,645,10850,7505
3042,"Denison University","OH",2,NA,NA,2762,2279,1835,16900,12423
3045,"University of Findlay","OH",2,NA,22,2165,1783,1854,11800,6631
3046,"Franklin University","OH",2,NA,NA,1304,1300,1272,3096,4723
3048,"Heidelberg College","OH",2,920,22,738,687,964,13780,9268
3049,"Hiram College","OH",2,1050,24,922,729,1000,14067,12165
3050,"John Carroll University","OH",2,1063,23,2421,2109,3168,11700,7738
3051,"Kent State University","OH",1,886,21,9210,3040,15615,7854,6397
3065,"Kenyon College","OH",2,1163,27,2212,1538,1445,19240,14067
3069,"Lourdes College","OH",2,NA,19,57,55,435,6992,7256
3072,"Malone College","OH",2,912,21,874,758,1605,9858,4796
3073,"Marietta College","OH",2,NA,NA,1611,960,1089,13850,10223
3083,"Mount Union College","OH",2,NA,23,1310,1086,1365,12250,7215
3084,"Muskingum College","OH",2,926,22,1109,922,1115,13240,9333
3085,"Notre Dame College of Ohio","OH",2,838,19,136,107,377,8064,7712
3086,"Oberlin College","OH",2,1219,29,4778,2767,2587,19670,16593
3089,"Ohio Northern University","OH",2,1006,24,2936,2342,2502,15990,9979
3100,"Ohio University","OH",1,993,24,11023,8298,14861,7629,8811
3109,"Ohio Wesleyan University","OH",2,1103,25,2190,1700,1780,16732,12011
3110,"Otterbein College","OH",2,NA,24,1496,1205,1648,12888,8802
3121,"Tiffin University","OH",2,680,19,845,734,662,7600,5096
3123,"University of Akron","OH",1,880,20,6305,5190,12487,7650,6025
3125,"University of Cincinnati","OH",1,997,23,6855,5553,11036,8907,13889
3127,"University of Dayton","OH",2,1082,25,6361,5293,5889,11380,8894
3131,"University of Toledo","OH",1,951,20,3055,2959,15428,7441,6124
3133,"Urbana University","OH",2,NA,19,318,265,745,8468,5052
3134,"Ursuline College","OH",2,838,21,325,260,699,9600,7164
3135,"Walsh University","OH",2,NA,22,1092,890,847,8670,5738
3141,"Wilberforce University","OH",2,1042,24,1259,691,775,6346,NA
3142,"Wilmington College","OH",2,NA,NA,709,602,1372,10230,6943
3143,"Wittenberg University","OH",2,1101,25,1979,1739,1980,15948,10414
3144,"Xavier University","OH",2,996,24,1959,1805,2849,11520,9189
3145,"Youngstown State University","OH",1,NA,20,3297,2903,9633,4536,5483
6883,"Ohio State University at Columbus","OH",1,NA,NA,15076,12860,31039,9315,10900
7085,"Mount Vernon Nazarene College","OH",2,NA,22,510,485,1114,7400,6869
7104,"Miami University at Oxford","OH",1,NA,NA,9239,7788,13606,8856,7846
8795,"Antioch University","OH",2,1004,24,713,661,712,15476,42926
9168,"Wright State University","OH",1,NA,NA,NA,NA,9967,NA,8133
12748,"Shawnee State University","OH",1,NA,19,1406,1406,2536,4128,5160
3149,"Southern Nazarene University","OK",2,NA,21,538,538,1317,6293,6388
3150,"Cameron University","OK",2,NA,19,1782,1695,3302,4017,3823
3151,"Bartlesville Wesleyan College","OK",2,870,22,149,114,344,5950,6560
3152,"University of Central Oklahoma","OK",1,NA,21,3398,3191,7517,1928,3709
3154,"East Central University","OK",1,NA,20,600,550,3255,3590,3692
3157,"Langston University","OK",2,NA,NA,1171,710,3236,2064,3440
3161,"Northeastern State University","OK",1,NA,21,1378,1182,4952,2280,3964
3163,"Northwestern Oklahoma State University","OK",1,NA,NA,620,410,NA,NA,3997
3164,"Oklahoma Baptist University","OK",2,NA,24,758,681,1707,5390,5511
3165,"Oklahoma Christian University","OK",2,920,22,776,765,1419,6400,6578
3166,"Oklahoma City University","OK",2,1032,23,940,653,1613,NA,7454
3167,"University of Sci. and Arts of Oklahoma","OK",1,NA,20,285,280,1140,3687,3864
3170,"Oklahoma State University","OK",1,1017,24,4522,3913,12830,5336,6433
3174,"Oklahoma Panhandle State University","OK",1,NA,20,350,343,1117,3274,4572
3175,"Phillips University","OK",2,888,22,692,576,597,10500,8990
3179,"Southeastern Oklahoma State Univ.","OK",1,NA,20,818,700,2962,3738,4444
3181,"Southwestern Oklahoma State Univ.","OK",1,NA,20,NA,NA,4057,3225,4225
3184,"University of Oklahoma","OK",1,NA,24,4743,3970,13436,5173,10244
3185,"University of Tulsa","OK",2,1101,24,1712,1557,2936,11750,11743
3985,"Oral Roberts University","OK",2,1010,23,1223,650,2645,7950,7885
1339,"Western Baptist College","OR",2,833,NA,259,219,513,9200,7269
3191,"Concordia College","OR",2,900,19,299,206,811,9600,5976
3193,"Eastern Oregon State College","OR",1,NA,NA,949,800,1662,2600,6390
3194,"George Fox College","OR",2,960,NA,809,726,1271,12500,7136
3197,"Lewis and Clark College","OR",2,NA,NA,2774,2092,1763,15800,12999
3198,"Linfield College","OR",2,1051,25,1561,1188,1548,13380,8747
3208,"Northwest Christian College","OR",2,920,NA,NA,NA,226,NA,NA
3209,"Western Oregon State College","OR",1,899,NA,1438,1279,3655,7770,5777
3210,"Oregon State University","OR",1,965,22,4675,3948,10332,7890,9383
3211,"Oregon Institute of Technology","OR",1,903,NA,491,447,1774,8676,7556
3212,"Pacific University","OR",2,1021,24,943,849,1041,14210,11216
3216,"Portland State University","OR",1,900,22,1623,1574,6194,NA,6618
3217,"Reed College","OR",2,1235,28,1966,1436,1199,19960,15886
3219,"Southern Oregon State College","OR",1,919,21,1237,1037,3215,7000,6337
3223,"University of Oregon","OR",1,NA,NA,8631,6732,11669,10602,8020
3224,"University of Portland","OR",2,1001,NA,1758,1485,2041,12040,9060
3225,"Warner Pacific College","OR",2,875,21,112,87,503,7940,7516
3227,"Willamette University","OR",2,1100,25,1658,1327,1595,14800,10779
3229,"Albright College","PA",2,1023,24,1038,839,973,15595,11644
3230,"Allegheny College","PA",2,NA,NA,2652,1900,1707,17080,11711
3233,"Alvernia College","PA",2,840,18,707,614,801,8374,6100
3235,"Beaver College","PA",2,965,NA,1163,850,878,12850,8954
3237,"Bryn Mawr College","PA",2,1260,NA,1465,810,1088,18165,17449
3238,"Bucknell University","PA",2,NA,NA,6548,3813,3316,18550,13675
3241,"Cabrini College","PA",2,853,NA,599,494,1035,10518,7117
3242,"Carnegie Mellon University","PA",2,1234,28,8728,5201,4265,17900,24386
3243,"Cedar Crest College","PA",2,960,21,776,607,791,14340,10961
3244,"Chatham College","PA",2,972,22,212,197,471,13500,16095
3245,"Chestnut Hill College","PA",2,968,NA,342,254,518,10335,7729
3247,"College Misericordia","PA",2,NA,NA,1432,888,1121,10860,8604
3252,"Delaware Valley College","PA",2,913,NA,1383,1199,1380,11645,6970
3253,"Dickinson College","PA",2,NA,NA,3014,2539,1889,18700,13861
3256,"Drexel University","PA",2,1015,NA,3451,2934,5306,12348,9583
3258,"Duquesne University","PA",2,NA,NA,2830,2374,4253,10578,8456
3259,"Eastern College","PA",2,931,23,458,369,1057,11190,8135
3262,"Elizabethtown College","PA",2,1038,NA,2417,1843,1476,14190,9815
3265,"Franklin and Marshall College","PA",2,1100,26,3270,2120,1748,24940,15797
3266,"Gannon University","PA",2,982,23,2464,1908,2693,10970,7711
3267,"Geneva College","PA",2,962,22,668,534,1306,9476,6786
3268,"Gettysburg College","PA",2,NA,NA,3596,2466,1944,19964,14720
3269,"Grove City College","PA",2,1144,27,2491,1110,2213,5224,4957
3270,"Gwynedd Mercy College","PA",2,970,NA,380,237,716,11000,7483
3274,"Haverford College","PA",2,NA,NA,2128,927,1083,18833,17021
3275,"Holy Family College","PA",2,NA,NA,622,354,1145,8800,6901
3276,"Immaculata College","PA",2,850,NA,268,253,494,10000,7305
3277,"Indiana University of Pennsylvania","PA",1,941,NA,6373,3264,11375,7352,6760
3279,"Juniata College","PA",2,1067,NA,1005,859,1075,14850,12067
3282,"King's College","PA",2,959,NA,1456,1053,500,10910,7649
3284,"Lafayette College","PA",2,NA,NA,4010,2402,2018,18730,15365
3287,"La Salle University","PA",2,1050,NA,2929,1834,2738,12600,9084
3288,"Lebanon Valley College","PA",2,988,NA,1386,1060,965,13850,8196
3289,"Lehigh University","PA",2,NA,NA,6397,4304,4298,18700,14665
3290,"Lincoln University","PA",1,774,NA,1660,1091,1196,4818,10912
3293,"Lycoming College","PA",2,944,21,1286,1005,1363,13900,8024
3296,"Marywood College","PA",2,919,NA,1107,859,1452,11040,9034
3297,"Mercyhurst College","PA",2,NA,NA,1557,1074,1805,9813,7307
3298,"Messiah College","PA",2,1046,24,1742,1382,2258,10300,7762
3301,"Moravian College","PA",2,NA,NA,1232,955,1241,14990,9566
3303,"Carlow College","PA",2,NA,NA,395,318,807,9358,7679
3304,"Muhlenberg College","PA",2,1071,24,2519,1836,1656,16975,10888
3313,"Widener University","PA",2,1012,20,2139,1492,2186,12350,9603
3315,"Bloomsburg Univ. of Pennsylvania","PA",1,989,NA,6773,3028,5847,7844,7041
3316,"California University of Pennsylvania","PA",1,806,NA,2746,1505,4787,6312,6912
3317,"Cheyney University of Penn.","PA",1,NA,NA,1104,767,1130,6122,10621
3320,"East Stroudsburg University of Penn.","PA",1,896,NA,3812,2227,3947,NA,7839
3321,"Edinboro University of Penn.","PA",1,NA,NA,4419,3074,6318,7844,6292
3322,"Kutztown University of Penn.","PA",1,957,NA,5880,2840,5866,8285,6552
3323,"Lock Haven University of Pennsylvania","PA",1,970,NA,3570,2215,3390,7352,6374
3324,"Mansfield University of Penn.","PA",1,NA,NA,2694,1725,2891,7452,8116
3325,"Millersville University of Penn.","PA",1,1014,NA,6011,3075,5146,7844,7832
3326,"Shippensburg University of Penn.","PA",1,997,NA,5818,3281,5268,7844,6719
3327,"Slippery Rock University of Penn.","PA",1,NA,NA,4655,3113,5965,7352,6733
3328,"West Chester University of Penn.","PA",1,945,NA,6502,3539,7484,7844,6773
3350,"University of the Arts","PA",2,895,NA,974,704,1145,12520,11641
3354,"Philadelphia Coll. of Textiles and Sci.","PA",2,930,NA,1538,1259,1664,11690,8028
3357,"Point Park College","PA",2,842,21,875,744,1173,9700,7652
3359,"Robert Morris College","PA",2,853,20,907,771,2621,6540,5266
3362,"Seton Hill College","PA",2,NA,NA,936,794,752,11240,10065
3366,"Saint Francis College","PA",2,NA,NA,1046,824,1223,10880,7344
3367,"Saint Joseph's University","PA",2,1041,NA,2519,2003,2473,12750,8243
3368,"Saint Vincent College","PA",2,NA,NA,700,595,1035,10850,8534
3369,"Susquehanna University","PA",2,NA,NA,2096,1512,1442,16130,10554
3370,"Swarthmore College","PA",2,1302,NA,3203,1255,1387,19124,23975
3371,"Temple University","PA",1,963,NA,7987,5145,14726,10096,12231
3376,"Thiel College","PA",2,862,20,1154,951,791,11172,9186
3378,"University of Pennsylvania","PA",2,1274,29,12394,5232,9205,17020,25765
3379,"University of Pittsburgh-Main Campus","PA",1,1017,NA,8586,6383,13138,10786,13789
3384,"University of Scranton","PA",2,1070,NA,4471,2942,3674,11584,9131
3385,"Ursinus College","PA",2,1079,NA,1399,1026,1131,14900,12082
3388,"Villanova University","PA",2,1127,NA,7759,5588,6362,15925,10458
3389,"Washington and Jefferson College","PA",2,NA,NA,1305,1100,1098,16260,10162
3391,"Waynesburg College","PA",2,NA,NA,1190,978,1280,8840,6563
3392,"Westminster College","PA",2,1000,24,996,866,1411,12065,8596
3394,"Wilkes University","PA",2,NA,NA,1631,1431,1803,11150,8543
3396,"Wilson College","PA",2,930,NA,167,130,199,11428,10291
3399,"York College of Pennsylvania","PA",2,986,NA,2989,1855,2988,4990,4509
3986,"Allentown Coll. of St. Francis de Sales","PA",2,985,NA,1179,780,1130,9690,7940
3987,"La Roche College","PA",2,788,NA,361,321,650,8842,7022
3988,"Neumann College","PA",2,865,NA,245,180,485,9950,8846
6965,"Pennsylvania State Univ. Main Campus","PA",1,1083,NA,19315,10344,28938,10645,8992
9235,"Clarion University of Pennsylvania","PA",1,860,NA,2740,2497,4828,7844,5556
3401,"Brown University","RI",2,1300,28,12586,3239,5643,19528,20440
3402,"Bryant College","RI",2,983,NA,2198,1786,2556,12600,8353
3406,"Providence College","RI",2,1022,25,5139,3346,3717,14400,8135
3407,"Rhode Island College","RI",1,NA,NA,2310,1767,4882,6694,6827
3409,"Rhode Island School of Design","RI",2,1059,NA,1831,842,1846,16684,11622
3411,"Salve Regina University","RI",2,875,NA,1475,1257,1393,14200,9232
3414,"University of Rhode Island","RI",1,964,NA,9643,7751,8894,10330,9158
4917,"Roger Williams University","RI",2,861,NA,3304,2804,2111,12520,7957
3419,"Charleston Southern University","SC",2,947,NA,1199,904,1533,7730,5825
3420,"Benedict College","SC",2,NA,NA,1622,1472,1203,5210,5360
3422,"Central Wesleyan College","SC",2,813,18,174,146,1047,8300,3365
3423,"The Citadel","SC",1,NA,NA,1500,1242,2024,7070,7744
3424,"Claflin College","SC",2,NA,NA,1196,697,959,4412,7083
3425,"Clemson University","SC",1,1052,NA,8065,5257,11755,8116,7597
3427,"Coker College","SC",2,900,NA,604,452,690,9888,8741
3428,"College of Charleston","SC",1,1019,22,4772,3140,6851,6120,4776
3430,"Columbia College","SC",2,893,NA,737,614,968,10425,8693
3431,"Converse College","SC",2,NA,NA,440,407,643,12050,10965
3432,"Erskine College","SC",2,1014,NA,659,557,532,10485,7527
3434,"Furman University","SC",2,1112,NA,2161,1951,2371,13440,12940
3435,"Lander University","SC",1,861,18,1166,1009,2074,4938,6119
3436,"Limestone College","SC",2,NA,NA,725,554,786,7100,6321
3439,"Morris College","SC",2,NA,NA,882,730,926,4515,6990
3440,"Newberry College","SC",2,884,20,872,722,601,10194,5788
3445,"Presbyterian College","SC",2,1100,26,1082,832,1133,11859,8354
3446,"South Carolina State University","SC",1,703,17,2556,1752,4396,4380,5542
3448,"University of South Carolina at Columbia","SC",1,985,22,7693,5815,12594,8074,8246
3449,"University of South Carolina at Aiken","SC",1,905,21,848,560,1855,5800,5035
3451,"Coastal Carolina University","SC",1,NA,NA,1854,1391,3020,7000,5201
3455,"Voorhees College","SC",2,670,16,1465,1006,703,4450,5861
3456,"Winthrop University","SC",1,986,18,2320,1805,3395,6400,6729
3457,"Wofford College","SC",2,1081,24,1501,935,1059,12680,7875
6951,"Univ. of South Carolina at Spartanburg","SC",1,870,19,885,553,2207,5739,5307
9226,"Francis Marion University","SC",1,837,NA,1801,1655,3224,5840,5039
3458,"Augustana College","SD",2,NA,NA,761,725,1337,10990,6871
3459,"Black Hills State University","SD",1,NA,NA,938,938,2629,3222,3544
3461,"Dakota Wesleyan University","SD",2,NA,20,342,182,538,7540,7334
3463,"Dakota State University","SD",1,NA,20,385,358,988,3222,5291
3464,"Huron University","SD",2,NA,NA,600,197,392,7260,9249
3465,"Mount Marty College","SD",2,NA,20,279,276,600,6844,5073
3466,"Northern State University","SD",1,NA,20,2056,2054,2239,3437,5252
3469,"Sioux Falls College","SD",2,NA,22,437,400,614,8990,7881
3470,"South Dakota School of Mines and Tech.","SD",1,NA,24,1034,932,1691,3573,6411
3471,"South Dakota State University","SD",1,NA,23,2807,2589,7000,3811,5084
10300,"University of South Dakota","SD",1,NA,22,2160,2031,5368,3811,6456
3478,"Austin Peay State University","TN",1,NA,21,2863,2154,4772,5550,5087
3479,"Belmont University","TN",2,1012,24,1220,974,1964,7800,7614
3480,"Bethel College","TN",2,NA,NA,502,384,347,6200,7623
3481,"Carson-Newman College","TN",2,NA,23,1096,951,1776,8150,6716
3482,"Christian Brothers University","TN",2,1010,24,880,520,1068,9300,8129
3485,"Cumberland University","TN",2,NA,NA,308,281,491,5500,6020
3486,"David Lipscomb University","TN",2,980,23,1239,1134,1957,5775,8048
3487,"East Tennessee State University","TN",1,850,21,3330,2730,6706,5800,9825
3490,"Fisk University","TN",2,881,21,1078,720,850,6240,6911
3492,"Freed-Hardeman University","TN",2,943,22,895,548,1174,5500,6078
3496,"King College","TN",2,NA,NA,355,300,509,8664,8954
3497,"Knoxville College","TN",2,NA,NA,503,408,776,5400,4666
3498,"Lambuth University","TN",2,NA,22,831,538,840,5170,5531
3500,"Lee College","TN",2,916,21,651,498,1831,4788,4914
3501,"LeMoyne-Owen College","TN",2,NA,NA,409,261,983,4200,6489
3502,"Lincoln Memorial University","TN",2,NA,23,787,562,925,5950,5177
3505,"Maryville College","TN",2,953,23,1464,888,624,11200,8317
3509,"University of Memphis","TN",1,NA,22,3921,2557,10621,5908,6578
3510,"Middle Tennessee State University","TN",1,942,20,4587,3423,12541,5550,4902
3511,"Milligan College","TN",2,NA,23,610,461,685,8200,8128
3518,"Southern Coll. of Seventh-day Adventists","TN",2,NA,NA,699,660,1198,8414,7665
3519,"Rhodes College","TN",2,NA,NA,2302,1831,1345,15200,13388
3522,"Tennessee State University","TN",1,NA,NA,6626,4122,4566,4836,7527
3523,"Tennessee Technological University","TN",1,NA,NA,2594,2542,6461,4025,5799
3525,"Tennessee Wesleyan College","TN",2,810,19,232,182,402,7070,6286
3526,"Trevecca Nazarene College","TN",2,NA,NA,272,272,770,4750,5881
3527,"Tusculum College","TN",2,790,19,626,372,983,7700,4933
3528,"Union University","TN",2,NA,24,846,752,1688,5780,3861
3529,"University of Tennessee at Chattanooga","TN",1,NA,22,2091,1338,5359,5800,6339
3530,"University of Tennessee at Knoxville","TN",1,993,23,7473,5372,15749,5764,8612
3531,"University of Tennessee at Martin","TN",1,NA,22,1934,1500,4669,5832,5396
3534,"University of the South","TN",2,1158,27,1445,966,1129,15350,18784
3535,"Vanderbilt University","TN",2,1199,28,7791,4690,5500,17865,23850
3536,"Bryan College","TN",2,NA,NA,315,242,410,7300,6966
3537,"Abilene Christian University","TX",2,NA,22,1660,1232,2885,7440,7041
3541,"Angelo State University","TX",1,950,22,3540,2001,4190,5130,4010
3543,"Austin College","TX",2,1052,24,948,798,1120,11280,11361
3557,"Concordia Lutheran College","TX",2,871,20,232,216,534,6900,6875
3560,"Dallas Baptist University","TX",2,932,22,360,314,848,5400,7081
3564,"East Texas Baptist University","TX",2,NA,21,379,341,1050,4950,5619
3565,"East Texas State University","TX",1,878,21,2219,1441,4129,5390,5073
3571,"Hardin-Simmons University","TX",2,980,22,467,424,1365,6300,7054
3575,"Howard Payne University","TX",2,863,20,516,454,1201,5190,5684
3576,"Houston Baptist University","TX",2,930,22,413,330,1247,5400,5438
3577,"Huston-Tillotson College","TX",2,786,16,261,159,455,5180,9203
3578,"Incarnate Word College","TX",2,921,21,1163,927,1685,8840,6095
3581,"Lamar University","TX",1,872,20,2336,1725,5438,4752,5879
3584,"LeTourneau University","TX",2,1043,24,477,417,1532,8840,6863
3586,"Lubbock Christian University","TX",2,NA,21,550,500,863,6612,5367
3588,"University of Mary Hardin-Baylor","TX",2,NA,NA,478,416,1351,4950,5081
3591,"McMurry University","TX",2,908,21,578,411,880,6930,6383
3592,"Midwestern State University","TX",1,NA,NA,1597,1125,3404,5130,4001
3594,"University of North Texas","TX",1,993,23,4418,2737,14047,4104,5657
3598,"Our Lady of the Lake University","TX",2,841,NA,2308,1336,1202,8530,7114
3599,"University of Texas-Pan American","TX",1,NA,NA,4040,4040,7410,3486,NA
